date;market;advert;sales_indx;NA_marker;Q_NA_marker;Q_NA
24.04.2009;6;0;1.4195217374676001;0;100;1
24.04.2009;7;0;1.03342578920681;0;96;1
24.04.2009;8;0;1.6572244686377702;0;100;1
25.04.2009;1;0;;1;89;1
25.04.2009;2;0;2.0567724686779196;0;103;1
25.04.2009;3;0;1.3886798598741998;0;99;1
25.04.2009;4;0;1.06167457053175;0;104;1
25.04.2009;5;0;1.63599453249785;0;99;1
25.04.2009;6;0;1.4203139267368998;0;100;1
25.04.2009;7;0;1.0286058697593101;0;96;1
25.04.2009;8;0;1.66424271086416;0;100;1
26.04.2009;1;0;1.16558515463765;0;89;1
26.04.2009;2;0;2.02513994921544;0;103;1
26.04.2009;3;0;1.35250622446759;0;99;1
26.04.2009;4;0;1.0209725623358799;0;104;1
26.04.2009;5;0;1.60192824180127;0;99;1
26.04.2009;6;0;1.38985729762957;0;100;1
26.04.2009;7;0;0.992751432207164;0;96;1
26.04.2009;8;0;;1;101;1
27.04.2009;1;0;1.16973692699039;0;89;1
27.04.2009;2;0;2.02381332921974;0;103;1
27.04.2009;3;0;1.34683466179844;0;99;1
27.04.2009;4;0;;1;105;1
27.04.2009;5;0;1.5930298505514802;0;99;1
27.04.2009;6;0;1.38318804974917;0;100;1
27.04.2009;7;0;0.9863382046075719;0;96;1
27.04.2009;8;0;1.6435842344202598;0;101;1
28.04.2009;1;0;1.16510525189677;0;89;1
28.04.2009;2;0;2.0101438928399;0;103;1
28.04.2009;3;0;1.34299397722523;0;99;1
28.04.2009;4;0;1.00908869565755;0;105;1
28.04.2009;5;0;1.5904429349067;0;99;1
28.04.2009;6;0;1.37468685143439;0;100;1
28.04.2009;7;0;0.980482834318794;0;96;1
28.04.2009;8;0;1.65430267055444;0;101;1
29.04.2009;1;0;1.15890691799494;0;89;1
29.04.2009;2;0;1.99413433105667;0;103;1
29.04.2009;3;0;;1;100;1
29.04.2009;4;0;1.01006604389714;0;105;1
29.04.2009;5;0;1.58285086379662;0;99;1
29.04.2009;6;0;1.36994072343341;0;100;1
29.04.2009;7;0;0.962416811523946;0;96;1
29.04.2009;8;0;1.6587237145113998;0;101;1
30.04.2009;1;0;1.17799761626806;0;89;1
30.04.2009;2;0;1.9996170124804602;0;103;1
30.04.2009;3;0;1.34330916522212;0;100;1
30.04.2009;4;0;;1;106;1
30.04.2009;5;0;1.58533662705408;0;99;1
30.04.2009;6;0;1.37575591678687;0;100;1
30.04.2009;7;0;;1;97;1
30.04.2009;8;0;1.6799896816944;0;101;1
01.05.2009;1;0;1.32652058113943;0;89;1
01.05.2009;2;0;2.1282787237073304;0;103;1
01.05.2009;3;0;1.4934618266654098;0;100;1
01.05.2009;4;0;1.1776611239003798;0;106;1
01.05.2009;5;0;1.73311486880126;0;99;1
01.05.2009;6;0;1.52028380389889;0;100;1
01.05.2009;7;0;1.08673358085229;0;97;1
01.05.2009;8;0;1.83146970727641;0;101;1
02.05.2009;1;0;;1;90;1
02.05.2009;2;0;2.1232250833237902;0;103;1
02.05.2009;3;0;1.5069332161387399;0;100;1
02.05.2009;4;0;1.19053118530841;0;106;1
02.05.2009;5;0;1.7269980083044298;0;99;1
02.05.2009;6;0;;1;101;1
02.05.2009;7;0;1.06386644490328;0;97;1
02.05.2009;8;0;;1;102;1
03.05.2009;1;0;1.30840629951189;0;90;1
03.05.2009;2;0;2.0866536258779402;0;103;1
03.05.2009;3;0;1.4691870315858502;0;100;1
03.05.2009;4;0;1.1505740771168602;0;106;1
03.05.2009;5;0;1.6915814748810198;0;99;1
03.05.2009;6;0;1.4865175049183301;0;101;1
03.05.2009;7;0;1.01578566576164;0;97;1
03.05.2009;8;0;;1;103;1
04.05.2009;1;0;;1;91;1
04.05.2009;2;0;2.07369474523397;0;103;1
04.05.2009;3;0;1.45033547974507;0;100;1
04.05.2009;4;0;1.1301253782949099;0;106;1
04.05.2009;5;0;1.68526499055801;0;99;1
04.05.2009;6;0;1.47632498384435;0;101;1
04.05.2009;7;0;0.9983008910338209;0;97;1
04.05.2009;8;0;1.78482459025712;0;103;1
05.05.2009;1;0;;1;92;1
05.05.2009;2;0;2.07565742028095;0;103;1
05.05.2009;3;0;1.4608169327313403;0;100;1
05.05.2009;4;0;1.13323147795592;0;106;1
05.05.2009;5;0;;1;100;1
05.05.2009;6;0;1.47961759858107;0;101;1
05.05.2009;7;0;1.00227831567634;0;97;1
05.05.2009;8;0;1.78312927628055;0;103;1
06.05.2009;1;0;;1;93;1
06.05.2009;2;0;2.06561962909552;0;103;1
06.05.2009;3;0;1.47256823403255;0;100;1
06.05.2009;4;0;1.12960204561094;0;106;1
06.05.2009;5;0;1.6951233866559698;0;100;1
06.05.2009;6;0;1.48366962275732;0;101;1
06.05.2009;7;0;1.0028139097803002;0;97;1
06.05.2009;8;0;1.7627917937158;0;103;1
07.05.2009;1;0;;1;94;1
07.05.2009;2;0;2.07263596883782;0;103;1
07.05.2009;3;0;1.4959313229001299;0;100;1
07.05.2009;4;0;;1;107;1
07.05.2009;5;0;;1;101;1
07.05.2009;6;0;;1;102;1
07.05.2009;7;0;1.02149887615479;0;97;1
07.05.2009;8;0;1.76324412244623;0;103;1
08.05.2009;1;0;1.39106404171576;0;94;1
08.05.2009;2;0;2.09568156275207;0;103;1
08.05.2009;3;0;;1;101;1
08.05.2009;4;0;1.16469746295834;0;107;1
08.05.2009;5;0;1.7430637500711998;0;101;1
08.05.2009;6;0;;1;103;1
08.05.2009;7;0;;1;98;1
08.05.2009;8;0;;1;104;1
09.05.2009;1;0;1.40640600002845;0;94;1
09.05.2009;2;0;;1;104;1
09.05.2009;3;0;1.52364644468055;0;101;1
09.05.2009;4;0;1.16651928963923;0;107;1
09.05.2009;5;0;1.7535506880035299;0;101;1
09.05.2009;6;0;1.5157665357308399;0;103;1
09.05.2009;7;0;1.05450622792262;0;98;1
09.05.2009;8;0;;1;105;1
10.05.2009;1;0;1.3963533055712398;0;94;1
10.05.2009;2;0;2.0781753074641602;0;104;1
10.05.2009;3;0;1.50627841108978;0;101;1
10.05.2009;4;0;1.14740146999819;0;107;1
10.05.2009;5;0;1.7393413360277599;0;101;1
10.05.2009;6;0;1.49360841444942;0;103;1
10.05.2009;7;0;;1;99;1
10.05.2009;8;0;1.7830656433366798;0;105;1
11.05.2009;1;0;1.3802944139572901;0;94;1
11.05.2009;2;0;2.07015828663532;0;104;1
11.05.2009;3;0;1.50261757421251;0;101;1
11.05.2009;4;0;;1;108;1
11.05.2009;5;0;1.73703878831869;0;101;1
11.05.2009;6;0;1.4788684234132001;0;103;1
11.05.2009;7;0;1.02583961734511;0;99;1
11.05.2009;8;0;1.76597960727839;0;105;1
12.05.2009;1;0;1.37516347276118;0;94;1
12.05.2009;2;0;2.06503006885971;0;104;1
12.05.2009;3;0;1.4947000752857;0;101;1
12.05.2009;4;0;1.13525848887946;0;108;1
12.05.2009;5;0;1.74319915943721;0;101;1
12.05.2009;6;0;1.49685877013785;0;103;1
12.05.2009;7;0;;1;100;1
12.05.2009;8;0;;1;106;1
13.05.2009;1;0;;1;95;1
13.05.2009;2;0;2.0566638681662197;0;104;1
13.05.2009;3;0;1.47293270698155;0;101;1
13.05.2009;4;0;1.1258352906701798;0;108;1
13.05.2009;5;0;;1;102;1
13.05.2009;6;0;;1;104;1
13.05.2009;7;0;0.994883343471148;0;100;1
13.05.2009;8;0;1.78091983497258;0;106;1
14.05.2009;1;0;1.3645134712345701;0;95;1
14.05.2009;2;0;2.05237931742113;0;104;1
14.05.2009;3;0;1.4765020342936;0;101;1
14.05.2009;4;0;1.12378499238699;0;108;1
14.05.2009;5;0;1.7440363320099599;0;102;1
14.05.2009;6;0;1.50332465561308;0;104;1
14.05.2009;7;0;1.00929161075268;0;100;1
14.05.2009;8;0;1.7929834408749301;0;106;1
15.05.2009;1;0;;1;96;1
15.05.2009;2;0;;1;105;1
15.05.2009;3;0;1.50293897625011;0;101;1
15.05.2009;4;0;;1;109;1
15.05.2009;5;0;1.77124670934802;0;102;1
15.05.2009;6;0;1.52798420432778;0;104;1
15.05.2009;7;0;1.03837928422607;0;100;1
15.05.2009;8;0;1.8165641247373998;0;106;1
16.05.2009;1;0;1.39642276897848;0;96;1
16.05.2009;2;0;2.08903653376249;0;105;1
16.05.2009;3;0;1.51119741177744;0;101;1
16.05.2009;4;0;1.1557499614103202;0;109;1
16.05.2009;5;0;1.7813007078130099;0;102;1
16.05.2009;6;0;;1;105;1
16.05.2009;7;0;1.04711014427905;0;100;1
16.05.2009;8;0;1.83064418334497;0;106;1
17.05.2009;1;0;1.3793005780084;0;96;1
17.05.2009;2;0;2.0584492597910904;0;105;1
17.05.2009;3;0;1.49471725965434;0;101;1
17.05.2009;4;0;1.1233065227865402;0;109;1
17.05.2009;5;0;1.7593516976180699;0;102;1
17.05.2009;6;0;1.4680932323068798;0;105;1
17.05.2009;7;0;1.02660809066755;0;100;1
17.05.2009;8;0;1.80722528715649;0;106;1
18.05.2009;1;0;;1;97;1
18.05.2009;2;0;2.04963115239531;0;105;1
18.05.2009;3;0;;1;102;1
18.05.2009;4;0;1.11345769514598;0;109;1
18.05.2009;5;0;1.7511148822254698;0;102;1
18.05.2009;6;0;;1;106;1
18.05.2009;7;0;1.01960097644073;0;100;1
18.05.2009;8;0;1.8108924264370598;0;106;1
19.05.2009;1;0;1.3801655786827702;0;97;1
19.05.2009;2;0;2.0458462645724897;0;105;1
19.05.2009;3;0;1.50205034997949;0;102;1
19.05.2009;4;0;1.10827020584649;0;109;1
19.05.2009;5;0;1.77166021397914;0;102;1
19.05.2009;6;0;;1;107;1
19.05.2009;7;0;1.0288632486392801;0;100;1
19.05.2009;8;0;1.81281303316179;0;106;1
20.05.2009;1;0;1.3853575791780501;0;97;1
20.05.2009;2;0;2.0558416834361397;0;105;1
20.05.2009;3;0;;1;103;1
20.05.2009;4;0;1.10480203067625;0;109;1
20.05.2009;5;0;1.79628294840174;0;102;1
20.05.2009;6;0;1.4613708302785502;0;107;1
20.05.2009;7;0;1.0298477595652802;0;100;1
20.05.2009;8;0;1.8115595335083499;0;106;1
21.05.2009;1;0;;1;98;1
21.05.2009;2;0;2.08248383273658;0;105;1
21.05.2009;3;0;1.49067887056564;0;103;1
21.05.2009;4;0;;1;110;1
21.05.2009;5;0;;1;103;1
21.05.2009;6;0;1.46970647461671;0;107;1
21.05.2009;7;0;1.03691244396182;0;100;1
21.05.2009;8;0;1.8047241804996002;0;106;1
22.05.2009;1;0;;1;99;1
22.05.2009;2;0;;1;106;1
22.05.2009;3;0;1.5147283762552899;0;103;1
22.05.2009;4;0;1.16089199874615;0;110;1
22.05.2009;5;0;1.8732178139508402;0;103;1
22.05.2009;6;0;;1;108;1
22.05.2009;7;0;;1;101;1
22.05.2009;8;0;1.80982609863322;0;106;1
23.05.2009;1;0;;1;100;1
23.05.2009;2;0;;1;107;1
23.05.2009;3;0;1.5142315097333798;0;103;1
23.05.2009;4;0;1.1697625406985601;0;110;1
23.05.2009;5;0;1.8866083875439799;0;103;1
23.05.2009;6;0;;1;109;1
23.05.2009;7;0;;1;102;1
23.05.2009;8;0;;1;107;1
24.05.2009;1;0;1.3886059255393002;0;100;1
24.05.2009;2;0;;1;108;1
24.05.2009;3;0;1.49188160974419;0;103;1
24.05.2009;4;0;1.14160490233798;0;110;1
24.05.2009;5;0;1.8760453427927;0;103;1
24.05.2009;6;0;1.4350931518475198;0;109;1
24.05.2009;7;0;1.0226006977570699;0;102;1
24.05.2009;8;0;1.79530730133854;0;107;1
25.05.2009;1;0;1.3732895750515;0;100;1
25.05.2009;2;0;2.12847052674302;0;108;1
25.05.2009;3;0;;1;104;1
25.05.2009;4;0;1.1391964137958899;0;110;1
25.05.2009;5;0;1.8726734124863003;0;103;1
25.05.2009;6;0;1.42717929041924;0;109;1
25.05.2009;7;0;0.9920959163205241;0;102;1
25.05.2009;8;0;1.7908720913677498;0;107;1
26.05.2009;1;0;1.35207930591653;0;100;1
26.05.2009;2;0;2.1171274855382602;0;108;1
26.05.2009;3;0;1.4429735231373302;0;104;1
26.05.2009;4;0;1.13133714193331;0;110;1
26.05.2009;5;0;1.86744002887899;0;103;1
26.05.2009;6;0;1.41972802561059;0;109;1
26.05.2009;7;0;0.977139846597605;0;102;1
26.05.2009;8;0;;1;108;1
27.05.2009;1;0;1.3426910547359499;0;100;1
27.05.2009;2;0;2.11353242820257;0;108;1
27.05.2009;3;0;1.44193210662999;0;104;1
27.05.2009;4;0;;1;111;1
27.05.2009;5;0;1.8729678460224;0;103;1
27.05.2009;6;0;1.4129472277036301;0;109;1
27.05.2009;7;0;;1;103;1
27.05.2009;8;0;1.7678542814326101;0;108;1
28.05.2009;1;0;1.3231396467020702;0;100;1
28.05.2009;2;0;2.09807947674687;0;108;1
28.05.2009;3;0;1.4467647401665902;0;104;1
28.05.2009;4;0;1.1266413588941397;0;111;1
28.05.2009;5;0;1.87565393110098;0;103;1
28.05.2009;6;0;;1;110;1
28.05.2009;7;0;0.9707559109541379;0;103;1
28.05.2009;8;0;1.77035674093914;0;108;1
29.05.2009;1;0;1.3460222822314598;0;100;1
29.05.2009;2;0;2.12352832251903;0;108;1
29.05.2009;3;0;1.48468655792539;0;104;1
29.05.2009;4;0;1.17445888067117;0;111;1
29.05.2009;5;0;1.9009251422518798;0;103;1
29.05.2009;6;0;1.44266441024169;0;110;1
29.05.2009;7;0;0.9997096383201779;0;103;1
29.05.2009;8;0;1.8033833095960599;0;108;1
30.05.2009;1;0;1.34729285349547;0;100;1
30.05.2009;2;0;2.12766845429519;0;108;1
30.05.2009;3;0;1.4884679626911799;0;104;1
30.05.2009;4;0;;1;112;1
30.05.2009;5;0;1.89857659491104;0;103;1
30.05.2009;6;0;1.45508045292996;0;110;1
30.05.2009;7;0;1.00092248433038;0;103;1
30.05.2009;8;0;1.8088464057143603;0;108;1
31.05.2009;1;0;1.3230297257618602;0;100;1
31.05.2009;2;0;2.09738571700729;0;108;1
31.05.2009;3;0;1.45999973430429;0;104;1
31.05.2009;4;0;1.15566450852095;0;112;1
31.05.2009;5;0;1.86239309908337;0;103;1
31.05.2009;6;0;1.4352454933288301;0;110;1
31.05.2009;7;0;0.961989361734755;0;103;1
31.05.2009;8;0;1.80645836868417;0;108;1
01.06.2009;1;0;;1;101;1
01.06.2009;2;0;2.20170183581643;0;108;1
01.06.2009;3;0;1.5521849786802098;0;104;1
01.06.2009;4;0;;1;113;1
01.06.2009;5;0;;1;104;1
01.06.2009;6;0;1.54277031087192;0;110;1
01.06.2009;7;0;1.0485713041837799;0;103;1
01.06.2009;8;0;1.9022305617617898;0;108;1
02.06.2009;1;0;1.42342461076119;0;101;1
02.06.2009;2;0;2.21524700395623;0;108;1
02.06.2009;3;0;1.54689664999845;0;104;1
02.06.2009;4;0;1.24512098565057;0;113;1
02.06.2009;5;0;1.9570289849496;0;104;1
02.06.2009;6;0;1.54767465336245;0;110;1
02.06.2009;7;0;;1;104;1
02.06.2009;8;0;1.89493375169673;0;108;1
03.06.2009;1;0;1.4203941323239397;0;101;1
03.06.2009;2;0;;1;109;1
03.06.2009;3;0;;1;105;1
03.06.2009;4;0;1.2491030919606798;0;113;1
03.06.2009;5;0;1.95989493634887;0;104;1
03.06.2009;6;0;1.5338923619051001;0;110;1
03.06.2009;7;0;1.04229792462414;0;104;1
03.06.2009;8;0;1.89825532833085;0;108;1
04.06.2009;1;0;1.4368043249459;0;101;1
04.06.2009;2;0;2.2096411996175696;0;109;1
04.06.2009;3;0;;1;106;1
04.06.2009;4;0;;1;114;1
04.06.2009;5;0;1.9702738856755302;0;104;1
04.06.2009;6;0;1.55558314034367;0;110;1
04.06.2009;7;0;;1;105;1
04.06.2009;8;0;1.90930262857699;0;108;1
05.06.2009;1;0;1.46900329665454;0;101;1
05.06.2009;2;0;2.2399290141011;0;109;1
05.06.2009;3;0;1.5667518536175502;0;106;1
05.06.2009;4;0;;1;115;1
05.06.2009;5;0;2.00252387338039;0;104;1
05.06.2009;6;0;1.59068957895929;0;110;1
05.06.2009;7;0;1.05480384569771;0;105;1
05.06.2009;8;0;1.92967456889624;0;108;1
06.06.2009;1;0;1.47231186565578;0;101;1
06.06.2009;2;0;;1;110;1
06.06.2009;3;0;1.5619432492096401;0;106;1
06.06.2009;4;0;1.3049932332604999;0;115;1
06.06.2009;5;0;;1;105;1
06.06.2009;6;0;1.6012404138927099;0;110;1
06.06.2009;7;0;;1;106;1
06.06.2009;8;0;1.93251280813667;0;108;1
07.06.2009;1;0;1.44648050979204;0;101;1
07.06.2009;2;0;2.20466440442378;0;110;1
07.06.2009;3;0;1.5235598931354402;0;106;1
07.06.2009;4;0;1.2906022111888;0;115;1
07.06.2009;5;0;1.97956045908601;0;105;1
07.06.2009;6;0;1.5829132920685403;0;110;1
07.06.2009;7;0;1.00632578392657;0;106;1
07.06.2009;8;0;1.8951302691648602;0;108;1
08.06.2009;1;0;1.45432542442638;0;101;1
08.06.2009;2;0;;1;111;1
08.06.2009;3;0;;1;107;1
08.06.2009;4;0;1.29676839887572;0;115;1
08.06.2009;5;0;;1;106;1
08.06.2009;6;0;1.59035170330069;0;110;1
08.06.2009;7;0;1.00384587802717;0;106;1
08.06.2009;8;0;1.89436068998862;0;108;1
09.06.2009;1;0;1.4532085937477;0;101;1
09.06.2009;2;0;2.20293150312634;0;111;1
09.06.2009;3;0;1.54199180810177;0;107;1
09.06.2009;4;0;1.30516998230152;0;115;1
09.06.2009;5;0;1.98955499153642;0;106;1
09.06.2009;6;0;1.5760048004093101;0;110;1
09.06.2009;7;0;0.994102181767771;0;106;1
09.06.2009;8;0;1.89304854241124;0;108;1
10.06.2009;1;0;;1;102;1
10.06.2009;2;0;2.18476826681848;0;111;1
10.06.2009;3;0;1.54423704823771;0;107;1
10.06.2009;4;0;1.28526895163157;0;115;1
10.06.2009;5;0;1.9850883920946003;0;106;1
10.06.2009;6;0;1.56345448669778;0;110;1
10.06.2009;7;0;;1;107;1
10.06.2009;8;0;1.8878295151684;0;108;1
11.06.2009;1;0;1.44972171895713;0;102;1
11.06.2009;2;0;2.18839222022238;0;111;1
11.06.2009;3;0;1.55722620474866;0;107;1
11.06.2009;4;0;1.28491494570868;0;115;1
11.06.2009;5;0;1.99111708611081;0;106;1
11.06.2009;6;0;1.56902306475119;0;110;1
11.06.2009;7;0;;1;108;1
11.06.2009;8;0;1.90200825980957;0;108;1
12.06.2009;1;0;1.47717567523442;0;102;1
12.06.2009;2;0;2.2267455469780497;0;111;1
12.06.2009;3;0;;1;108;1
12.06.2009;4;0;1.3149704968044198;0;115;1
12.06.2009;5;0;2.0381795445751;0;106;1
12.06.2009;6;0;1.60422092538852;0;110;1
12.06.2009;7;0;1.01587821834295;0;108;1
12.06.2009;8;0;1.9488239428736898;0;108;1
13.06.2009;1;0;1.4727582935038603;0;102;1
13.06.2009;2;0;2.22881528631377;0;111;1
13.06.2009;3;0;1.6192141331355;0;108;1
13.06.2009;4;0;1.30219803009412;0;115;1
13.06.2009;5;0;2.0452632519153897;0;106;1
13.06.2009;6;0;1.5958801553614097;0;110;1
13.06.2009;7;0;1.02108823438873;0;108;1
13.06.2009;8;0;1.9538818870435801;0;108;1
14.06.2009;1;0;1.4413077798819598;0;102;1
14.06.2009;2;0;;1;112;1
14.06.2009;3;0;1.5929924047506698;0;108;1
14.06.2009;4;0;1.26116065545535;0;115;1
14.06.2009;5;0;2.00876901260355;0;106;1
14.06.2009;6;0;1.56652766433986;0;110;1
14.06.2009;7;0;0.989063090364527;0;108;1
14.06.2009;8;0;1.9381892212379097;0;108;1
15.06.2009;1;0;1.4338027215406999;0;102;1
15.06.2009;2;0;2.1685815559800203;0;112;1
15.06.2009;3;0;1.5924813175623798;0;108;1
15.06.2009;4;0;1.24769983791258;0;115;1
15.06.2009;5;0;2.00109328862604;0;106;1
15.06.2009;6;0;1.55128922207066;0;110;1
15.06.2009;7;0;0.99509885804536;0;108;1
15.06.2009;8;0;1.92611583458303;0;108;1
16.06.2009;1;0;1.4415512771303;0;102;1
16.06.2009;2;0;;1;113;1
16.06.2009;3;0;1.5983069767429998;0;108;1
16.06.2009;4;0;1.2521486156306398;0;115;1
16.06.2009;5;0;1.99653037543166;0;106;1
16.06.2009;6;0;1.5559718511862901;0;110;1
16.06.2009;7;0;1.01279048766281;0;108;1
16.06.2009;8;0;1.92445928920133;0;108;1
17.06.2009;1;0;1.44808114610448;0;102;1
17.06.2009;2;0;;1;114;1
17.06.2009;3;0;1.60228147304037;0;108;1
17.06.2009;4;0;1.24896732230989;0;115;1
17.06.2009;5;0;1.9906437186186101;0;106;1
17.06.2009;6;0;;1;111;1
17.06.2009;7;0;1.03145305502029;0;108;1
17.06.2009;8;0;1.9128937329110602;0;108;1
18.06.2009;1;0;1.4466840171245101;0;102;1
18.06.2009;2;0;;1;115;1
18.06.2009;3;0;1.6130877590188601;0;108;1
18.06.2009;4;0;1.25533621384577;0;115;1
18.06.2009;5;0;1.9749783520256798;0;106;1
18.06.2009;6;0;;1;112;1
18.06.2009;7;0;1.04389250710068;0;108;1
18.06.2009;8;0;;1;109;1
19.06.2009;1;0;1.5010253145175299;0;102;1
19.06.2009;2;0;2.24000525506649;0;115;1
19.06.2009;3;0;1.6552521376912799;0;108;1
19.06.2009;4;0;1.29804445191347;0;115;1
19.06.2009;5;0;2.00593421271008;0;106;1
19.06.2009;6;0;1.56521696501461;0;112;1
19.06.2009;7;0;1.08358381602131;0;108;1
19.06.2009;8;0;;1;110;1
20.06.2009;1;0;;1;103;1
20.06.2009;2;0;2.23925442993778;0;115;1
20.06.2009;3;0;1.6459979730797698;0;108;1
20.06.2009;4;0;1.30417512919899;0;115;1
20.06.2009;5;0;2.00658788793196;0;106;1
20.06.2009;6;0;;1;113;1
20.06.2009;7;0;1.0742307222276701;0;108;1
20.06.2009;8;0;1.92719887023967;0;110;1
21.06.2009;1;0;;1;104;1
21.06.2009;2;0;2.20224378890817;0;115;1
21.06.2009;3;0;1.6262871371105803;0;108;1
21.06.2009;4;0;1.28030138000672;0;115;1
21.06.2009;5;0;1.9702955850739;0;106;1
21.06.2009;6;0;1.51639057888454;0;113;1
21.06.2009;7;0;;1;109;1
21.06.2009;8;0;1.90404990255421;0;110;1
22.06.2009;1;0;1.4520514748803601;0;104;1
22.06.2009;2;0;2.20411538305594;0;115;1
22.06.2009;3;0;1.64037393366779;0;108;1
22.06.2009;4;0;1.2853787531665501;0;115;1
22.06.2009;5;0;1.97249551456152;0;106;1
22.06.2009;6;0;1.5258927360103403;0;113;1
22.06.2009;7;0;1.03242866311497;0;109;1
22.06.2009;8;0;1.90558013810628;0;110;1
23.06.2009;1;0;1.4557194533338502;0;104;1
23.06.2009;2;0;2.2112770806009903;0;115;1
23.06.2009;3;0;1.64973581191508;0;108;1
23.06.2009;4;0;1.28245849258639;0;115;1
23.06.2009;5;0;;1;107;1
23.06.2009;6;0;;1;114;1
23.06.2009;7;0;1.0337818959594;0;109;1
23.06.2009;8;0;;1;111;1
24.06.2009;1;0;1.4563571252054297;0;104;1
24.06.2009;2;0;2.20862552244656;0;115;1
24.06.2009;3;0;1.65423374410755;0;108;1
24.06.2009;4;0;1.26405546510641;0;115;1
24.06.2009;5;0;1.9736366632381799;0;107;1
24.06.2009;6;0;1.5190376492173303;0;114;1
24.06.2009;7;0;;1;110;1
24.06.2009;8;0;1.91667623591263;0;111;1
25.06.2009;1;0;1.45892200158759;0;104;1
25.06.2009;2;0;2.20494777818071;0;115;1
25.06.2009;3;0;1.6604522023862702;0;108;1
25.06.2009;4;0;;1;116;1
25.06.2009;5;0;;1;108;1
25.06.2009;6;0;1.5078024982477098;0;114;1
25.06.2009;7;0;1.05113364401386;0;110;1
25.06.2009;8;0;;1;112;1
26.06.2009;1;0;1.4893162296445301;0;104;1
26.06.2009;2;0;2.23247201431729;0;115;1
26.06.2009;3;0;1.6934321840115703;0;108;1
26.06.2009;4;0;1.30502441879618;0;116;1
26.06.2009;5;0;2.00790914744531;0;108;1
26.06.2009;6;0;;1;115;1
26.06.2009;7;0;1.08441581759278;0;110;1
26.06.2009;8;0;1.9434953883965502;0;112;1
27.06.2009;1;0;1.4865968754958898;0;104;1
27.06.2009;2;0;2.2508431267771;0;115;1
27.06.2009;3;0;1.68905051724487;0;108;1
27.06.2009;4;0;1.31006102392478;0;116;1
27.06.2009;5;0;2.00217924954912;0;108;1
27.06.2009;6;0;;1;116;1
27.06.2009;7;0;1.0924589435824799;0;110;1
27.06.2009;8;0;;1;113;1
28.06.2009;1;0;1.45422501396898;0;104;1
28.06.2009;2;0;2.23405332381307;0;115;1
28.06.2009;3;0;1.65522552174603;0;108;1
28.06.2009;4;0;1.28275376525401;0;116;1
28.06.2009;5;0;1.9678991432149802;0;108;1
28.06.2009;6;0;;1;117;1
28.06.2009;7;0;1.06767538006072;0;110;1
28.06.2009;8;0;1.9212643975241297;0;113;1
29.06.2009;1;0;;1;105;1
29.06.2009;2;0;;1;116;1
29.06.2009;3;0;;1;109;1
29.06.2009;4;0;1.28814103057372;0;116;1
29.06.2009;5;0;1.96238177768871;0;108;1
29.06.2009;6;0;;1;118;1
29.06.2009;7;0;;1;111;1
29.06.2009;8;0;1.9275870800122903;0;113;1
30.06.2009;1;0;1.4571400219366202;0;105;1
30.06.2009;2;0;2.25841921577247;0;116;1
30.06.2009;3;0;;1;110;1
30.06.2009;4;0;1.2902041844913301;0;116;1
30.06.2009;5;0;1.95813264327342;0;108;1
30.06.2009;6;0;;1;119;1
30.06.2009;7;0;1.08597007794063;0;111;1
30.06.2009;8;0;;1;114;1
01.07.2009;1;0;1.5441009084215;0;105;1
01.07.2009;2;0;;1;117;1
01.07.2009;3;0;1.7617212752871;0;110;1
01.07.2009;4;0;1.3825941365153998;0;116;1
01.07.2009;5;0;;1;109;1
01.07.2009;6;0;;1;120;1
01.07.2009;7;0;1.17386139690925;0;111;1
01.07.2009;8;0;2.03199765762839;0;114;1
02.07.2009;1;0;;1;106;1
02.07.2009;2;0;2.3666910657813998;0;117;1
02.07.2009;3;0;1.7632659871816;0;110;1
02.07.2009;4;0;;1;117;1
02.07.2009;5;0;2.0663631328078003;0;109;1
02.07.2009;6;0;1.6717663784066201;0;120;1
02.07.2009;7;0;1.17298409118765;0;111;1
02.07.2009;8;0;2.0377601734760002;0;114;1
03.07.2009;1;0;;1;107;1
03.07.2009;2;0;2.3774225095851897;0;117;1
03.07.2009;3;0;1.78019043697544;0;110;1
03.07.2009;4;0;1.41716648979873;0;117;1
03.07.2009;5;0;2.0819248243203603;0;109;1
03.07.2009;6;0;1.6960881828460201;0;120;1
03.07.2009;7;0;1.1942972128445202;0;111;1
03.07.2009;8;0;2.0563068632129298;0;114;1
04.07.2009;1;0;1.5349590186191202;0;107;1
04.07.2009;2;0;2.36213619468608;0;117;1
04.07.2009;3;0;;1;111;1
04.07.2009;4;0;;1;118;1
04.07.2009;5;0;2.0785771329615;0;109;1
04.07.2009;6;0;1.7019502256969898;0;120;1
04.07.2009;7;0;1.1884222024268702;0;111;1
04.07.2009;8;0;2.0420374201441;0;114;1
05.07.2009;1;0;1.4868022528079;0;107;1
05.07.2009;2;0;;1;118;1
05.07.2009;3;0;1.7281713177832299;0;111;1
05.07.2009;4;0;1.41302515308652;0;118;1
05.07.2009;5;0;2.05060511243096;0;109;1
05.07.2009;6;0;1.66895224203774;0;120;1
05.07.2009;7;0;1.14707476163713;0;111;1
05.07.2009;8;0;1.9912877514294898;0;114;1
06.07.2009;1;0;1.47805185298838;0;107;1
06.07.2009;2;0;2.31589074573182;0;118;1
06.07.2009;3;0;1.7176011866785401;0;111;1
06.07.2009;4;0;1.4109131961711499;0;118;1
06.07.2009;5;0;;1;110;1
06.07.2009;6;0;;1;121;1
06.07.2009;7;0;;1;112;1
